"Title","Artist","Rank","Chart Date","Imprint"
"Release Yo' Delf","Method Man",47,"1995-04-01","Def Jam"
"Bring The Pain","Method Man",30,"1995-04-08","Def Jam"
"Bring The Pain","Method Man",31,"1995-04-15","Def Jam"
"The I.N.C. Ride","Masta Ace Incorporated",24,"1995-04-22","Delicious Vinyl"
"Bring The Pain","Method Man",41,"1995-04-22","Def Jam"
"The I.N.C. Ride","Masta Ace Incorporated",12,"1995-04-29","Delicious Vinyl"
"Bring The Pain","Method Man",40,"1995-04-29","Def Jam"
"The I.N.C. Ride","Masta Ace Incorporated",15,"1995-05-06","Delicious Vinyl"
"Bring The Pain","Method Man",50,"1995-05-06","Def Jam"
"The I.N.C. Ride","Masta Ace Incorporated",10,"1995-05-13","Delicious Vinyl"
"Own Destiny","Mad Lion",28,"1995-05-13","Weeded"
"The I.N.C. Ride","Masta Ace Incorporated",8,"1995-05-20","Delicious Vinyl"
"Own Destiny","Mad Lion",31,"1995-05-20","Weeded"
"Foe Life","Mack 10",9,"1995-05-27","Priority"
"The I.N.C. Ride","Masta Ace Incorporated",10,"1995-05-27","Delicious Vinyl"
"Own Destiny","Mad Lion",28,"1995-05-27","Weeded"
"The I.N.C. Ride","Masta Ace Incorporated",8,"1995-06-03","Delicious Vinyl"
"Foe Life","Mack 10",13,"1995-06-03","Priority"
"Lollipop","Mentally Disturbed",31,"1995-06-03","So-Lo Jam"
"Own Destiny","Mad Lion",32,"1995-06-03","Weeded"
"I Got 5 On It","Luniz",48,"1995-06-03","Noo Trybe"
"I Got 5 On It","Luniz",9,"1995-06-10","Noo Trybe"
"Foe Life","Mack 10",13,"1995-06-10","Priority"
"The I.N.C. Ride","Masta Ace Incorporated",14,"1995-06-10","Delicious Vinyl"
"Lollipop","Mentally Disturbed",23,"1995-06-10","So-Lo Jam"
"Sea Of Bud","M.C. Breed",37,"1995-06-10","Wrap"
"Own Destiny","Mad Lion",44,"1995-06-10","Weeded"
"Foe Life","Mack 10",6,"1995-06-17","Priority"
"I Got 5 On It","Luniz",10,"1995-06-17","Noo Trybe"
"The I.N.C. Ride","Masta Ace Incorporated",15,"1995-06-17","Delicious Vinyl"
"Sea Of Bud","M.C. Breed",28,"1995-06-17","Wrap"
"Lollipop","Mentally Disturbed",29,"1995-06-17","So-Lo Jam"
"Own Destiny","Mad Lion",35,"1995-06-17","Weeded"
"I Got 5 On It","Luniz",6,"1995-06-24","Noo Trybe"
"Foe Life","Mack 10",9,"1995-06-24","Priority"
"The I.N.C. Ride","Masta Ace Incorporated",18,"1995-06-24","Delicious Vinyl"
"Lollipop","Mentally Disturbed",34,"1995-06-24","So-Lo Jam"
"Own Destiny","Mad Lion",37,"1995-06-24","Weeded"
"Sea Of Bud","M.C. Breed",43,"1995-06-24","Wrap"
"I Got 5 On It","Luniz",7,"1995-07-01","Noo Trybe"
"Foe Life","Mack 10",8,"1995-07-01","Priority"
"The I.N.C. Ride","Masta Ace Incorporated",17,"1995-07-01","Delicious Vinyl"
"Lollipop","Mentally Disturbed",26,"1995-07-01","So-Lo Jam"
"Own Destiny","Mad Lion",42,"1995-07-01","Weeded"
"Sea Of Bud","M.C. Breed",49,"1995-07-01","Wrap"
"I Got 5 On It","Luniz",4,"1995-07-08","Noo Trybe"
"Foe Life","Mack 10",11,"1995-07-08","Priority"
"The I.N.C. Ride","Masta Ace Incorporated",16,"1995-07-08","Delicious Vinyl"
"Lollipop","Mentally Disturbed",22,"1995-07-08","So-Lo Jam"
"Own Destiny","Mad Lion",47,"1995-07-08","Weeded"
"I Got 5 On It","Luniz",4,"1995-07-15","Noo Trybe"
"Foe Life","Mack 10",10,"1995-07-15","Priority"
"The I.N.C. Ride","Masta Ace Incorporated",15,"1995-07-15","Delicious Vinyl"
"Lollipop","Mentally Disturbed",26,"1995-07-15","So-Lo Jam"
"Own Destiny","Mad Lion",39,"1995-07-15","Weeded"
"I Got 5 On It","Luniz",4,"1995-07-22","Noo Trybe"
"Foe Life","Mack 10",13,"1995-07-22","Priority"
"The I.N.C. Ride","Masta Ace Incorporated",16,"1995-07-22","Delicious Vinyl"
"Lollipop","Mentally Disturbed",37,"1995-07-22","So-Lo Jam"
"Own Destiny","Mad Lion",50,"1995-07-22","Weeded"
"I Got 5 On It","Luniz",4,"1995-07-29","Noo Trybe"
"Foe Life","Mack 10",13,"1995-07-29","Priority"
"The I.N.C. Ride","Masta Ace Incorporated",15,"1995-07-29","Delicious Vinyl"
"Lollipop","Mentally Disturbed",29,"1995-07-29","So-Lo Jam"
"Own Destiny","Mad Lion",45,"1995-07-29","Weeded"
"I Got 5 On It","Luniz",4,"1995-08-05","Noo Trybe"
"Foe Life","Mack 10",12,"1995-08-05","Priority"
"The I.N.C. Ride","Masta Ace Incorporated",17,"1995-08-05","Delicious Vinyl"
"Lollipop","Mentally Disturbed",37,"1995-08-05","So-Lo Jam"
"I Got 5 On It","Luniz",4,"1995-08-12","Noo Trybe"
"Foe Life","Mack 10",12,"1995-08-12","Priority"
"The I.N.C. Ride","Masta Ace Incorporated",24,"1995-08-12","Delicious Vinyl"
"I Got 5 On It","Luniz",4,"1995-08-19","Noo Trybe"
"Foe Life","Mack 10",13,"1995-08-19","Priority"
"The Nod Factor","Mad Skillz",26,"1995-08-19","Big Beat"
"The I.N.C. Ride","Masta Ace Incorporated",36,"1995-08-19","Delicious Vinyl"
"Lollipop","Mentally Disturbed",49,"1995-08-19","So-Lo Jam"
"I Got 5 On It","Luniz",3,"1995-08-26","Noo Trybe"
"Foe Life","Mack 10",14,"1995-08-26","Priority"
"Sultry Funk","M.C. Hammer Featuring VMF",17,"1995-08-26","Giant"
"The Nod Factor","Mad Skillz",32,"1995-08-26","Big Beat"
"The I.N.C. Ride","Masta Ace Incorporated",41,"1995-08-26","Delicious Vinyl"
"I Got 5 On It","Luniz",3,"1995-09-02","Noo Trybe"
"Foe Life","Mack 10",16,"1995-09-02","Priority"
"Sultry Funk","M.C. Hammer Featuring VMF",18,"1995-09-02","Giant"
"The Nod Factor","Mad Skillz",42,"1995-09-02","Big Beat"
"The I.N.C. Ride","Masta Ace Incorporated",43,"1995-09-02","Delicious Vinyl"
"I Got 5 On It","Luniz",2,"1995-09-09","Noo Trybe"
"Foe Life","Mack 10",15,"1995-09-09","Priority"
"Sultry Funk","M.C. Hammer Featuring VMF",17,"1995-09-09","Giant"
"Sittin' On Chrome","Masta Ace Incorporated",24,"1995-09-09","Delicious Vinyl"
"The Nod Factor","Mad Skillz",30,"1995-09-09","Big Beat"
"The I.N.C. Ride","Masta Ace Incorporated",49,"1995-09-09","Delicious Vinyl"
"I Got 5 On It","Luniz",2,"1995-09-16","Noo Trybe"
"Sittin' On Chrome","Masta Ace Incorporated",16,"1995-09-16","Delicious Vinyl"
"Foe Life","Mack 10",18,"1995-09-16","Priority"
"Sultry Funk","M.C. Hammer Featuring VMF",20,"1995-09-16","Giant"
"The Nod Factor","Mad Skillz",35,"1995-09-16","Big Beat"
"The I.N.C. Ride","Masta Ace Incorporated",48,"1995-09-16","Delicious Vinyl"
"I Got 5 On It","Luniz",2,"1995-09-23","Noo Trybe"
"Sultry Funk","M.C. Hammer Featuring VMF",14,"1995-09-23","Giant"
"Foe Life","Mack 10",19,"1995-09-23","Priority"
"Sittin' On Chrome","Masta Ace Incorporated",24,"1995-09-23","Delicious Vinyl"
"The Nod Factor","Mad Skillz",33,"1995-09-23","Big Beat"
"I Got 5 On It","Luniz",2,"1995-09-30","Noo Trybe"
"Sittin' On Chrome","Masta Ace Incorporated",18,"1995-09-30","Delicious Vinyl"
"Sultry Funk","M.C. Hammer Featuring VMF",19,"1995-09-30","Giant"
"Foe Life","Mack 10",24,"1995-09-30","Priority"
"The Nod Factor","Mad Skillz",39,"1995-09-30","Big Beat"
"I Got 5 On It","Luniz",2,"1995-10-07","Noo Trybe"
"Sittin' On Chrome","Masta Ace Incorporated",21,"1995-10-07","Delicious Vinyl"
"Sultry Funk","M.C. Hammer Featuring VMF",22,"1995-10-07","Giant"
"On Them Thangs","Mack 10",29,"1995-10-07","Priority"
"Foe Life","Mack 10",30,"1995-10-07","Priority"
"The Nod Factor","Mad Skillz",38,"1995-10-07","Big Beat"
"I Got 5 On It","Luniz",2,"1995-10-14","Noo Trybe"
"Sittin' On Chrome","Masta Ace Incorporated",24,"1995-10-14","Delicious Vinyl"
"Sultry Funk","M.C. Hammer Featuring VMF",26,"1995-10-14","Giant"
"Foe Life","Mack 10",28,"1995-10-14","Priority"
"On Them Thangs","Mack 10",31,"1995-10-14","Priority"
"The Nod Factor","Mad Skillz",34,"1995-10-14","Big Beat"
"I Got 5 On It","Luniz",2,"1995-10-21","Noo Trybe"
"Sittin' On Chrome","Masta Ace Incorporated",24,"1995-10-21","Delicious Vinyl"
"Sultry Funk","M.C. Hammer Featuring VMF",33,"1995-10-21","Giant"
"The Nod Factor","Mad Skillz",35,"1995-10-21","Big Beat"
"On Them Thangs","Mack 10",38,"1995-10-21","Priority"
"Foe Life","Mack 10",39,"1995-10-21","Priority"
"I Got 5 On It","Luniz",2,"1995-10-28","Noo Trybe"
"Sittin' On Chrome","Masta Ace Incorporated",27,"1995-10-28","Delicious Vinyl"
"The Nod Factor","Mad Skillz",32,"1995-10-28","Big Beat"
"Sultry Funk","M.C. Hammer Featuring VMF",35,"1995-10-28","Giant"
"On Them Thangs","Mack 10",38,"1995-10-28","Priority"
"Foe Life","Mack 10",42,"1995-10-28","Priority"
"I Got 5 On It","Luniz",4,"1995-11-04","Noo Trybe"
"Sittin' On Chrome","Masta Ace Incorporated",32,"1995-11-04","Delicious Vinyl"
"Sultry Funk","M.C. Hammer Featuring VMF",34,"1995-11-04","Giant"
"The Nod Factor","Mad Skillz",35,"1995-11-04","Big Beat"
"On Them Thangs","Mack 10",38,"1995-11-04","Priority"
"Foe Life","Mack 10",50,"1995-11-04","Priority"
"The Riddler (From Batman Forever)","Method Man",5,"1995-11-11","Atlantic"
"I Got 5 On It","Luniz",6,"1995-11-11","Noo Trybe"
"Playa Hata","Luniz Featuring Teddy",26,"1995-11-11","Noo Trybe"
"Sittin' On Chrome","Masta Ace Incorporated",35,"1995-11-11","Delicious Vinyl"
"The Nod Factor","Mad Skillz",40,"1995-11-11","Big Beat"
"Girlz Wit All Da Booty","MC Nas-D",43,"1995-11-11","Pandisc"
"On Them Thangs","Mack 10",45,"1995-11-11","Priority"
"Foe Life","Mack 10",46,"1995-11-11","Priority"
"Sultry Funk","M.C. Hammer Featuring VMF",50,"1995-11-11","Giant"
"The Riddler (From Batman Forever)","Method Man",6,"1995-11-18","Atlantic"
"I Got 5 On It","Luniz",7,"1995-11-18","Noo Trybe"
"Playa Hata","Luniz Featuring Teddy",27,"1995-11-18","Noo Trybe"
"Girlz Wit All Da Booty","MC Nas-D",36,"1995-11-18","Pandisc"
"Sittin' On Chrome","Masta Ace Incorporated",46,"1995-11-18","Delicious Vinyl"
"The Nod Factor","Mad Skillz",49,"1995-11-18","Big Beat"
"The Riddler (From Batman Forever)","Method Man",4,"1995-11-25","Atlantic"
"I Got 5 On It","Luniz",6,"1995-11-25","Noo Trybe"
"Playa Hata","Luniz Featuring Teddy",14,"1995-11-25","Noo Trybe"
"Girlz Wit All Da Booty","MC Nas-D",38,"1995-11-25","Pandisc"
"The Nod Factor","Mad Skillz",50,"1995-11-25","Big Beat"
"The Riddler (From Batman Forever)","Method Man",5,"1995-12-02","Atlantic"
"I Got 5 On It","Luniz",10,"1995-12-02","Noo Trybe"
"Playa Hata","Luniz Featuring Teddy",13,"1995-12-02","Noo Trybe"
"Girlz Wit All Da Booty","MC Nas-D",48,"1995-12-02","Pandisc"
"The Riddler (From Batman Forever)","Method Man",6,"1995-12-09","Atlantic"
"I Got 5 On It","Luniz",14,"1995-12-09","Noo Trybe"
"Playa Hata","Luniz Featuring Teddy",19,"1995-12-09","Noo Trybe"
"Girlz Wit All Da Booty","MC Nas-D",49,"1995-12-09","Pandisc"
"The Riddler (From Batman Forever)","Method Man",11,"1995-12-16","Atlantic"
"I Got 5 On It","Luniz",17,"1995-12-16","Noo Trybe"
"Playa Hata","Luniz Featuring Teddy",18,"1995-12-16","Noo Trybe"
"Girlz Wit All Da Booty","MC Nas-D",35,"1995-12-16","Pandisc"
"Goin' Up Yonder","M.C. Hammer Feat. Angel Burgess & The San Jose Community Choir",42,"1995-12-16","Giant"
"The Riddler (From Batman Forever)","Method Man",16,"1995-12-23","Atlantic"
"I Got 5 On It","Luniz",22,"1995-12-23","Noo Trybe"
"Playa Hata","Luniz Featuring Teddy",26,"1995-12-23","Noo Trybe"
"Goin' Up Yonder","M.C. Hammer Feat. Angel Burgess & The San Jose Community Choir",29,"1995-12-23","Giant"
"The Riddler (From Batman Forever)","Method Man",17,"1995-12-30","Atlantic"
"Goin' Up Yonder","M.C. Hammer Feat. Angel Burgess & The San Jose Community Choir",21,"1995-12-30","Giant"
"I Got 5 On It","Luniz",26,"1995-12-30","Noo Trybe"
"Playa Hata","Luniz Featuring Teddy",28,"1995-12-30","Noo Trybe"
"Girlz Wit All Da Booty","MC Nas-D",39,"1995-12-30","Pandisc"
"The Riddler (From Batman Forever)","Method Man",12,"1996-01-06","Atlantic"
"Goin' Up Yonder","M.C. Hammer Feat. Angel Burgess & The San Jose Community Choir",13,"1996-01-06","Giant"
"I Got 5 On It","Luniz",22,"1996-01-06","Noo Trybe"
"Playa Hata","Luniz Featuring Teddy",31,"1996-01-06","Noo Trybe"
"Girlz Wit All Da Booty","MC Nas-D",48,"1996-01-06","Pandisc"
"The Riddler (From Batman Forever)","Method Man",12,"1996-01-13","Atlantic"
"Goin' Up Yonder","M.C. Hammer Feat. Angel Burgess & The San Jose Community Choir",26,"1996-01-13","Giant"
"I Got 5 On It","Luniz",28,"1996-01-13","Noo Trybe"
"Playa Hata","Luniz Featuring Teddy",29,"1996-01-13","Noo Trybe"
"The Riddler (From Batman Forever)","Method Man",16,"1996-01-20","Atlantic"
"Goin' Up Yonder","M.C. Hammer Feat. Angel Burgess & The San Jose Community Choir",24,"1996-01-20","Giant"
"Playa Hata","Luniz Featuring Teddy",34,"1996-01-20","Noo Trybe"
"I Got 5 On It","Luniz",35,"1996-01-20","Noo Trybe"
"The Riddler (From Batman Forever)","Method Man",16,"1996-01-27","Atlantic"
"Goin' Up Yonder","M.C. Hammer Feat. Angel Burgess & The San Jose Community Choir",18,"1996-01-27","Giant"
"Move Ya Body","Mad Skillz",27,"1996-01-27","Big Beat"
"Playa Hata","Luniz Featuring Teddy",37,"1996-01-27","Noo Trybe"
"I Got 5 On It","Luniz",38,"1996-01-27","Noo Trybe"
"Goin' Up Yonder","M.C. Hammer Feat. Angel Burgess & The San Jose Community Choir",11,"1996-02-03","Giant"
"The Riddler (From Batman Forever)","Method Man",18,"1996-02-03","Atlantic"
"Move Ya Body","Mad Skillz",29,"1996-02-03","Big Beat"
"Playa Hata","Luniz Featuring Teddy",35,"1996-02-03","Noo Trybe"
"I Got 5 On It","Luniz",45,"1996-02-03","Noo Trybe"
"Goin' Up Yonder","M.C. Hammer Feat. Angel Burgess & The San Jose Community Choir",11,"1996-02-10","Giant"
"The Riddler (From Batman Forever)","Method Man",22,"1996-02-10","Atlantic"
"Move Ya Body","Mad Skillz",36,"1996-02-10","Big Beat"
"Playa Hata","Luniz Featuring Teddy",39,"1996-02-10","Noo Trybe"
"Goin' Up Yonder","M.C. Hammer Feat. Angel Burgess & The San Jose Community Choir",15,"1996-02-17","Giant"
"The Riddler (From Batman Forever)","Method Man",28,"1996-02-17","Atlantic"
"Move Ya Body","Mad Skillz",29,"1996-02-17","Big Beat"
"Playa Hata","Luniz Featuring Teddy",39,"1996-02-17","Noo Trybe"
"Goin' Up Yonder","M.C. Hammer Feat. Angel Burgess & The San Jose Community Choir",15,"1996-02-24","Giant"
"The Riddler (From Batman Forever)","Method Man",35,"1996-02-24","Atlantic"
"Move Ya Body","Mad Skillz",42,"1996-02-24","Big Beat"
"Goin' Up Yonder","M.C. Hammer Feat. Angel Burgess & The San Jose Community Choir",16,"1996-03-02","Giant"
"The Riddler (From Batman Forever)","Method Man",37,"1996-03-02","Atlantic"
"Move Ya Body","Mad Skillz",50,"1996-03-02","Big Beat"
"Goin' Up Yonder","M.C. Hammer Feat. Angel Burgess & The San Jose Community Choir",19,"1996-03-09","Giant"
"The Riddler (From Batman Forever)","Method Man",42,"1996-03-09","Atlantic"
"Keep On, Keepin' On (From Sunset Park)","MC Lyte Featuring Xscape",43,"1996-03-09","Flavor Unit"
"Move Ya Body","Mad Skillz",49,"1996-03-09","Big Beat"
"Keep On, Keepin' On (From Sunset Park)","MC Lyte Featuring Xscape",6,"1996-03-16","Flavor Unit"
"Goin' Up Yonder","M.C. Hammer Feat. Angel Burgess & The San Jose Community Choir",23,"1996-03-16","Giant"
"The Riddler (From Batman Forever)","Method Man",48,"1996-03-16","Atlantic"
"Keep On, Keepin' On (From Sunset Park)","MC Lyte Featuring Xscape",5,"1996-03-23","Flavor Unit"
"Goin' Up Yonder","M.C. Hammer Feat. Angel Burgess & The San Jose Community Choir",27,"1996-03-23","Giant"
"The Riddler (From Batman Forever)","Method Man",48,"1996-03-23","Atlantic"
"Keep On, Keepin' On (From Sunset Park)","MC Lyte Featuring Xscape",5,"1996-03-30","Flavor Unit"
"Mr. Ice Cream Man","Master P",22,"1996-03-30","No Limit"
"Goin' Up Yonder","M.C. Hammer Feat. Angel Burgess & The San Jose Community Choir",36,"1996-03-30","Giant"
"Keep On, Keepin' On (From Sunset Park)","MC Lyte Featuring Xscape",4,"1996-04-06","Flavor Unit"
"Mr. Ice Cream Man","Master P",15,"1996-04-06","No Limit"
"Goin' Up Yonder","M.C. Hammer Feat. Angel Burgess & The San Jose Community Choir",34,"1996-04-06","Giant"
"Keep On, Keepin' On (From Sunset Park)","MC Lyte Featuring Xscape",5,"1996-04-13","Flavor Unit"
"Mr. Ice Cream Man","Master P",14,"1996-04-13","No Limit"
"Goin' Up Yonder","M.C. Hammer Feat. Angel Burgess & The San Jose Community Choir",33,"1996-04-13","Giant"
"Keep On, Keepin' On (From Sunset Park)","MC Lyte Featuring Xscape",5,"1996-04-20","Flavor Unit"
"Mr. Ice Cream Man","Master P",13,"1996-04-20","No Limit"
"Goin' Up Yonder","M.C. Hammer Feat. Angel Burgess & The San Jose Community Choir",38,"1996-04-20","Giant"
"Keep On, Keepin' On (From Sunset Park)","MC Lyte Featuring Xscape",4,"1996-04-27","Flavor Unit"
"Mr. Ice Cream Man","Master P",13,"1996-04-27","No Limit"
"Goin' Up Yonder","M.C. Hammer Feat. Angel Burgess & The San Jose Community Choir",43,"1996-04-27","Giant"
"Keep On, Keepin' On (From Sunset Park)","MC Lyte Featuring Xscape",2,"1996-05-04","Flavor Unit"
"Mr. Ice Cream Man","Master P",14,"1996-05-04","No Limit"
"Double Trouble","Mad Lion Featuring KRS-ONE And Brenda K. Starr",42,"1996-05-04","Weeded"
"Keep On, Keepin' On (From Sunset Park)","MC Lyte Featuring Xscape",2,"1996-05-11","Flavor Unit"
"Mr. Ice Cream Man","Master P",17,"1996-05-11","No Limit"
"Double Trouble","Mad Lion Featuring KRS-ONE And Brenda K. Starr",40,"1996-05-11","Weeded"
"Keep On, Keepin' On (From Sunset Park)","MC Lyte Featuring Xscape",2,"1996-05-18","Flavor Unit"
"Mr. Ice Cream Man","Master P",16,"1996-05-18","No Limit"
"Double Trouble","Mad Lion Featuring KRS-ONE And Brenda K. Starr",37,"1996-05-18","Weeded"
"Keep On, Keepin' On (From Sunset Park)","MC Lyte Featuring Xscape",3,"1996-05-25","Flavor Unit"
"Mr. Ice Cream Man","Master P",17,"1996-05-25","No Limit"
"Double Trouble","Mad Lion Featuring KRS-ONE And Brenda K. Starr",40,"1996-05-25","Weeded"
"Get Right","Mac Mall",41,"1996-05-25","Relativity"
"Keep On, Keepin' On (From Sunset Park)","MC Lyte Featuring Xscape",2,"1996-06-01","Flavor Unit"
"Mr. Ice Cream Man","Master P",17,"1996-06-01","No Limit"
"Get Right","Mac Mall",41,"1996-06-01","Relativity"
"Double Trouble","Mad Lion Featuring KRS-ONE And Brenda K. Starr",44,"1996-06-01","Weeded"
"Keep On, Keepin' On (From Sunset Park)","MC Lyte Featuring Xscape",3,"1996-06-08","Flavor Unit"
"Mr. Ice Cream Man","Master P",18,"1996-06-08","No Limit"
"Double Trouble","Mad Lion Featuring KRS-ONE And Brenda K. Starr",35,"1996-06-08","Weeded"
"Get Right","Mac Mall",43,"1996-06-08","Relativity"
"Keep On, Keepin' On (From Sunset Park)","MC Lyte Featuring Xscape",4,"1996-06-15","Flavor Unit"
"Mr. Ice Cream Man","Master P",15,"1996-06-15","No Limit"
"Double Trouble","Mad Lion Featuring KRS-ONE And Brenda K. Starr",23,"1996-06-15","Weeded"
"Get Right","Mac Mall",45,"1996-06-15","Relativity"
"Keep On, Keepin' On (From Sunset Park)","MC Lyte Featuring Xscape",7,"1996-06-22","Flavor Unit"
"Mr. Ice Cream Man","Master P",14,"1996-06-22","No Limit"
"Double Trouble","Mad Lion Featuring KRS-ONE And Brenda K. Starr",23,"1996-06-22","Weeded"
"Get Right","Mac Mall",48,"1996-06-22","Relativity"
"Keep On, Keepin' On (From Sunset Park)","MC Lyte Featuring Xscape",6,"1996-06-29","Flavor Unit"
"Mr. Ice Cream Man","Master P",16,"1996-06-29","No Limit"
"Double Trouble","Mad Lion Featuring KRS-ONE And Brenda K. Starr",25,"1996-06-29","Weeded"
"Get Right","Mac Mall",45,"1996-06-29","Relativity"
"Keep On, Keepin' On (From Sunset Park)","MC Lyte Featuring Xscape",7,"1996-07-06","Flavor Unit"
"Mr. Ice Cream Man","Master P",17,"1996-07-06","No Limit"
"Double Trouble","Mad Lion Featuring KRS-ONE And Brenda K. Starr",23,"1996-07-06","Weeded"
"Get Right","Mac Mall",45,"1996-07-06","Relativity"
"Keep On, Keepin' On (From Sunset Park)","MC Lyte Featuring Xscape",10,"1996-07-13","Flavor Unit"
"Mr. Ice Cream Man","Master P",26,"1996-07-13","No Limit"
"Double Trouble","Mad Lion Featuring KRS-ONE And Brenda K. Starr",31,"1996-07-13","Weeded"
"Get Right","Mac Mall",43,"1996-07-13","Relativity"
"Keep On, Keepin' On (From Sunset Park)","MC Lyte Featuring Xscape",10,"1996-07-20","Flavor Unit"
"Mr. Ice Cream Man","Master P",26,"1996-07-20","No Limit"
"Double Trouble","Mad Lion Featuring KRS-ONE And Brenda K. Starr",30,"1996-07-20","Weeded"
"Get Right","Mac Mall",45,"1996-07-20","Relativity"
"Keep On, Keepin' On (From Sunset Park)","MC Lyte Featuring Xscape",13,"1996-07-27","Flavor Unit"
"Double Trouble","Mad Lion Featuring KRS-ONE And Brenda K. Starr",29,"1996-07-27","Weeded"
"Mr. Ice Cream Man","Master P",32,"1996-07-27","No Limit"
"Get Right","Mac Mall",46,"1996-07-27","Relativity"
"Keep On, Keepin' On (From Sunset Park)","MC Lyte Featuring Xscape",15,"1996-08-03","Flavor Unit"
"Mr. Ice Cream Man","Master P",32,"1996-08-03","No Limit"
"Double Trouble","Mad Lion Featuring KRS-ONE And Brenda K. Starr",33,"1996-08-03","Weeded"
"Get Right","Mac Mall",47,"1996-08-03","Relativity"
"Keep On, Keepin' On (From Sunset Park)","MC Lyte Featuring Xscape",18,"1996-08-10","Flavor Unit"
"No More Tears","Master P Featuring Silkk & Mo B. Dick",26,"1996-08-10","No Limit"
"Double Trouble","Mad Lion Featuring KRS-ONE And Brenda K. Starr",36,"1996-08-10","Weeded"
"Mr. Ice Cream Man","Master P",41,"1996-08-10","No Limit"
"Get Right","Mac Mall",50,"1996-08-10","Relativity"
"No More Tears","Master P Featuring Silkk & Mo B. Dick",15,"1996-08-17","No Limit"
"Keep On, Keepin' On (From Sunset Park)","MC Lyte Featuring Xscape",21,"1996-08-17","Flavor Unit"
"Mr. Ice Cream Man","Master P",45,"1996-08-17","No Limit"
"No More Tears","Master P Featuring Silkk & Mo B. Dick",16,"1996-08-24","No Limit"
"Keep On, Keepin' On (From Sunset Park)","MC Lyte Featuring Xscape",20,"1996-08-24","Flavor Unit"
"No More Tears","Master P Featuring Silkk & Mo B. Dick",18,"1996-08-31","No Limit"
"Keep On, Keepin' On (From Sunset Park)","MC Lyte Featuring Xscape",20,"1996-08-31","Flavor Unit"
"Keep On, Keepin' On (From Sunset Park)","MC Lyte Featuring Xscape",23,"1996-09-07","Flavor Unit"
"No More Tears","Master P Featuring Silkk & Mo B. Dick",25,"1996-09-07","No Limit"
"Keep On, Keepin' On (From Sunset Park)","MC Lyte Featuring Xscape",24,"1996-09-14","Flavor Unit"
